Price,Close,High,Low,Open,Volume
Ticker,CSCO,CSCO,CSCO,CSCO,CSCO
Date,,,,,
1990-02-16,0.05025674030184746,0.05195067826845786,0.04799815634636692,0.04799815634636692,940636800
1990-02-20,0.05195068195462227,0.05195068195462227,0.04856280578101447,0.050256743867818365,151862400
1990-02-21,0.05082141235470772,0.05138605863315923,0.049127473519353156,0.05138605863315923,70531200
1990-02-22,0.051386039704084396,0.05307997791544295,0.051386039704084396,0.051386039704084396,45216000
1990-02-23,0.051103707402944565,0.05195067881857101,0.05082138682887251,0.05138603282372176,44697600
1990-02-26,0.04969208687543869,0.05195067049287137,0.04969208687543869,0.05110369921298194,26928000
1990-02-27,0.05082141235470772,0.05166837934903121,0.049692119797804676,0.049692119797804676,25574400
1990-02-28,0.05251532420516014,0.05364461618177859,0.05082138624023247,0.05082138624023247,67968000
1990-03-01,0.05195068195462227,0.05307997401249153,0.05195068195462227,0.0525153279835569,28425600
1990-03-02,0.05251532420516014,0.05307997019346936,0.05195067821685092,0.05195067821685092,8438400
1990-03-05,0.05195068195462227,0.05307997401249153,0.05195068195462227,0.0525153279835569,2419200
1990-03-06,0.05195068195462227,0.05307997401249153,0.051386035925687634,0.05195068195462227,23904000
1990-03-07,0.05082141235470772,0.05195070491161075,0.0502567660762562,0.05195070491161075,18172800
1990-03-08,0.05025674030184746,0.051386032279587726,0.05025674030184746,0.05082138629071759,33523200
1990-03-09,0.05025674030184746,0.05082138629071759,0.05025674030184746,0.05025674030184746,11145600
1990-03-12,0.051386039704084396,0.05195068577453725,0.05025674756317869,0.05025674756317869,20304000
1990-03-13,0.05307996645569801,0.05420925835279427,0.05138602861005362,0.05138602861005362,53020800
1990-03-14,0.05872708186507225,0.05929172787578412,0.05307997229944728,0.05307997229944728,87350400
1990-03-15,0.0559038408100605,0.058727070308029684,0.05533854545208823,0.058727070308029684,38620800
1990-03-16,0.05703313648700714,0.05703313648700714,0.05590384461103741,0.05590384461103741,19929600
1990-03-19,0.05872708186507225,0.05929172787578412,0.05533855634229477,0.05703314383293663,43027200
1990-03-20,0.053644608706235886,0.05929171726086649,0.05364460870623588,0.05872707135124242,43228800
1990-03-21,0.05420926958322525,0.05533856171427481,0.05364462351770047,0.05364462351770047,19900800
1990-03-22,0.05082141235470772,0.05533858258231987,0.0502567660762562,0.05420929002541683,43776000
1990-03-23,0.05251532420516014,0.05364461618177859,0.05082138624023247,0.05082138624023247,16905600
1990-03-26,0.05477391183376312,0.05477391183376313,0.05307997375517108,0.053644619781368426,41702400
1990-03-27,0.0559038408100605,0.0559038408100605,0.05364460775330672,0.05420925365290055,15926400
1990-03-28,0.055338554084300995,0.05590384953045321,0.055338554084300995,0.05590384953045321,9792000
1990-03-29,0.055338554084300995,0.055338554084300995,0.05420926210895605,0.055338554084300995,16272000
1990-03-30,0.05307996645569801,0.05420925835279427,0.05195067455860175,0.05420925835279427,28742400
1990-04-02,0.05195068195462227,0.0525153279835569,0.050256743867818365,0.051386035925687634,15868800
1990-04-03,0.05251532420516014,0.05307997019346936,0.0513860322285417,0.0513860322285417,8352000
1990-04-04,0.05251532420516014,0.05307997019346936,0.05251532420516014,0.05251532420516014,14284800
1990-04-05,0.05223299562931061,0.05307996698391365,0.05195067507557945,0.05307996698391365,8323200
1990-04-06,0.051386039704084396,0.0525153318449901,0.051386039704084396,0.05195068577453725,10771200
1990-04-09,0.05082141235470772,0.05195070491161075,0.05082141235470772,0.05195070491161075,6681600
1990-04-10,0.04969208687543869,0.05195067049287137,0.04856279506672234,0.05082137868415503,34790400
1990-04-11,0.04969208687543869,0.05025673277979686,0.049127440971080516,0.04969208687543869,24796800
1990-04-12,0.05025674030184746,0.05025674030184746,0.04912744832410719,0.05025674030184746,13161600
1990-04-16,0.05025674030184746,0.05082138629071759,0.049692094312977324,0.05025674030184746,5616000
1990-04-17,0.05082141235470772,0.05082141235470772,0.049127473519353156,0.049692119797804676,6566400
1990-04-18,0.051386039704084396,0.05195068577453725,0.05025674756317869,0.05082139363363154,24480000
1990-04-19,0.05195068195462227,0.05195068195462227,0.050821389896753,0.050821389896753,25142400
1990-04-20,0.05025674030184746,0.05195067826845786,0.05025674030184746,0.05195067826845786,8755200
1990-04-23,0.05082141235470772,0.05138605863315923,0.049692119797804676,0.0502567660762562,5356800
1990-04-24,0.05166836827993393,0.05195069378202988,0.051386047624544504,0.05195069378202988,10281600
