Price,Close,High,Low,Open,Volume
Ticker,AVGO,AVGO,AVGO,AVGO,AVGO
Date,,,,,
2009-08-06,1.1419551372528076,1.1934771837129865,1.09819663381752,1.1645401197168457,241978000
2009-08-07,1.1595999002456665,1.1828907022575832,1.1313686454762586,1.139838005079926,24543000
2009-08-10,1.127134084701538,1.1737156953830217,1.101725918123313,1.1737156953830217,24210000
2009-08-11,1.1059606075286865,1.1292514121730044,1.0939622555869755,1.1278398661021516,23054000
2009-08-12,1.12925124168396,1.1433668685329463,1.1052546255592193,1.1398379618206997,14513000
2009-08-13,1.1680690050125122,1.1800673529804597,1.129251038173466,1.129251038173466,11506000
2009-08-14,1.1715980768203735,1.1998294135598868,1.1468957307920975,1.1645402636694375,6378000
2009-08-17,1.144778847694397,1.1553655718382574,1.1433673013023766,1.1483077557423504,2544000
2009-08-18,1.2047697305679321,1.213944903460361,1.1539534142824055,1.1631285871748345,14467000
2009-08-19,1.2626441717147827,1.266173078767137,1.1857138633562088,1.1885370394795607,20708000
2009-08-20,1.2534689903259277,1.2668788034039598,1.220297196889926,1.2668788034039598,18821000
2009-08-21,1.257703423500061,1.268290227016522,1.240764706145257,1.2555861469325356,8636000
2009-08-24,1.2351183891296387,1.2598207333542177,1.2210027638584506,1.2365299348296048,10216000
2009-08-25,1.2598210573196411,1.2633499645449033,1.238647613968067,1.2457054284185918,5308000
2009-08-26,1.2598210573196411,1.2598210573196411,1.2104163561659684,1.2485286046802726,7086000
2009-08-27,1.2816996574401855,1.285228562852866,1.2386469777511884,1.2598204102272705,11611000
2009-08-28,1.3035794496536255,1.3409858794940668,1.2704076575973733,1.277465471373465,12950000
2009-08-31,1.284523844718933,1.2986394774956564,1.2569983103228382,1.2951105693014755,10048000
2009-09-01,1.2598210573196411,1.3014622130592075,1.1955949121655527,1.2880523992575246,13835000
2009-09-02,1.2478227615356445,1.2880523703080882,1.233707132951849,1.2534690297963194,12934000
2009-09-03,1.231589674949646,1.2682903736889468,1.1998295131346344,1.2682903736889468,36577000
2009-09-04,1.2534689903259277,1.2704077104387872,1.2344128250292357,1.2527631752646502,11586000
2009-09-08,1.2492341995239258,1.2654671878184993,1.23158966532021,1.2534689213871277,5749000
